no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status
2,0,1,3,0,267,0,0,0,1,0
1,0,0,1,0,0,0,0,0,0,1
0,2,0,3,0,178,0,0,0,1,0
2,0,1,1,0,188,0,0,0,0,0
2,0,2,1,0,128,0,0,0,0,1
2,0,1,3,0,135,0,0,0,2,1
2,0,2,2,0,134,0,0,0,0,1
1,0,2,4,0,3,0,0,0,0,1
2,0,0,1,0,43,0,0,0,2,1
2,0,0,2,0,74,0,0,0,0,1
2,0,0,1,0,6,0,0,0,1,1
2,0,0,3,0,150,0,0,0,1,0
2,0,0,2,0,292,0,0,0,0,0
2,1,1,1,0,56,0,0,0,1,1
2,0,1,1,0,33,0,0,0,0,1
1,0,0,1,0,99,0,0,0,0,1
2,0,1,0,0,76,0,0,0,0,0
1,0,0,2,0,39,0,0,0,0,1
2,1,2,5,0,74,0,0,0,1,1
1,0,0,1,0,1,0,0,0,1,1
2,0,3,6,0,190,0,0,0,0,0
1,0,0,1,0,361,1,1,0,0,0
2,0,0,2,0,97,0,0,0,1,0
2,0,1,2,0,52,0,0,0,0,1
1,0,2,1,0,1,0,0,0,0,0
3,0,2,2,0,62,0,0,0,2,1
2,1,2,3,0,9,0,0,0,2,1
2,0,0,1,0,0,0,0,0,1,1
2,0,0,2,0,292,0,0,0,0,0
2,0,1,2,0,83,0,0,0,1,1
2,2,2,1,0,46,0,0,0,0,0
1,0,1,1,0,118,0,0,0,0,1
2,0,0,2,0,256,0,0,0,1,0
2,0,2,2,0,192,0,0,0,0,1
1,0,1,1,0,67,0,0,0,1,1
2,0,1,2,0,280,0,0,0,0,0
2,0,1,3,0,2,0,0,0,2,1
2,0,0,3,0,201,0,0,0,0,1
2,0,1,2,0,267,0,0,0,0,0
2,0,0,2,0,6,0,0,0,0,1
3,0,0,1,0,43,0,0,0,0,0
2,0,1,3,0,322,0,0,0,0,0
2,0,1,2,0,161,0,0,0,0,0
2,0,0,2,0,64,0,0,0,0,0
2,0,1,0,0,163,0,0,0,2,0
2,0,2,2,1,169,0,0,0,2,0
2,0,2,1,0,43,0,0,0,0,0
2,0,1,2,0,57,0,0,0,1,1
2,0,2,3,0,2,0,0,0,0,1
2,0,1,2,0,57,0,0,0,0,1
2,2,1,1,0,26,0,0,0,4,1
1,0,1,4,0,128,0,0,0,0,0
1,0,2,3,0,13,0,0,0,1,1
1,0,1,2,0,91,0,0,0,0,1
1,0,0,1,0,1,0,0,0,0,1
2,0,0,3,0,7,0,0,0,0,0
2,0,0,1,0,17,0,0,0,2,1
2,0,2,5,0,139,0,0,0,1,1
2,0,0,2,0,102,0,0,0,0,1
2,0,1,3,0,51,0,0,0,1,1
2,0,0,1,0,63,0,0,0,0,1
2,0,1,2,0,305,0,0,0,0,0
2,0,0,1,0,8,0,0,0,0,1
2,0,0,2,0,245,0,0,0,0,0
1,0,2,2,0,11,0,0,0,2,1
3,0,0,4,1,141,0,0,0,0,1
2,0,0,3,0,183,0,0,0,1,0
1,0,0,2,0,8,1,6,58,2,1
2,0,1,3,0,50,0,0,0,0,0
2,0,0,4,0,253,0,0,0,0,0
2,0,1,2,0,94,0,0,0,2,1
2,0,1,2,0,19,0,0,0,1,0
3,0,1,3,0,111,0,0,0,0,0
2,0,1,0,0,206,0,0,0,2,1
2,0,0,1,0,23,0,0,0,1,1
2,0,1,3,0,200,0,0,0,0,0
1,0,0,3,0,16,0,0,0,0,1
2,0,2,1,0,15,0,0,0,0,0
2,0,2,3,0,39,0,0,0,1,0
1,0,0,2,0,82,0,0,0,1,1
2,0,0,1,0,13,0,0,0,0,1
2,0,0,2,0,105,0,0,0,0,1
2,0,2,1,0,20,0,0,0,2,1
3,0,0,3,0,25,0,0,0,1,1
2,0,0,2,0,28,0,0,0,1,1
2,0,0,3,0,183,0,0,0,1,0
2,0,0,3,0,109,0,0,0,0,0
2,2,2,2,0,194,0,0,0,0,0
2,2,2,1,0,1,0,0,0,0,1
2,0,1,3,0,46,0,0,0,1,1
2,0,1,1,0,0,0,0,0,0,0
2,0,0,2,0,2,0,0,0,0,1
2,0,0,3,0,44,0,0,0,0,1
2,2,2,3,0,37,0,0,0,0,0
2,0,0,2,1,21,0,0,0,1,1
2,0,0,1,0,4,0,0,0,0,0
2,0,2,1,0,34,0,0,0,0,1
2,1,0,2,0,102,0,0,0,1,0
2,0,0,1,0,29,0,0,0,0,0
2,0,2,1,0,43,0,0,0,1,1
2,1,1,0,0,10,0,0,0,1,0
2,0,1,5,0,14,0,0,0,1,1
1,0,1,1,0,35,0,0,0,1,0
1,0,2,0,0,0,0,0,0,2,1
2,0,0,1,0,180,0,0,0,0,0
2,0,0,2,0,211,0,0,0,0,0
2,0,1,2,0,52,0,0,0,1,0
1,0,2,2,0,163,0,0,0,0,0
2,0,1,1,0,89,0,0,0,3,1
2,0,0,1,0,88,0,0,0,1,0
1,0,0,2,0,44,0,0,0,0,1
2,0,1,1,0,71,0,0,0,1,0
2,0,1,4,0,174,0,0,0,0,0
2,0,0,3,0,279,0,0,0,0,0
2,0,0,1,0,92,0,0,0,0,1
2,1,1,5,0,146,0,0,0,2,0
1,0,2,1,0,20,0,0,0,0,1
2,0,0,3,0,17,0,0,0,1,1
2,0,0,3,0,37,0,0,0,0,0
3,0,1,1,0,66,0,0,0,1,1
2,0,0,1,0,25,0,0,0,0,1
2,1,1,2,0,224,0,0,0,1,1
2,0,2,0,0,23,0,0,0,2,1
2,0,0,2,0,292,0,0,0,0,0
2,0,2,1,0,68,0,0,0,2,1
1,0,0,2,0,192,0,0,0,0,1
2,0,2,2,0,82,0,0,0,1,0
2,0,0,2,0,83,0,0,0,2,1
2,0,0,3,0,108,0,0,0,0,1
2,1,2,1,0,121,0,0,0,2,1
2,0,1,1,0,40,0,0,0,0,1
2,0,2,4,0,37,0,0,0,1,1
2,0,1,4,0,136,0,0,0,1,0
2,0,0,1,0,15,0,0,0,1,1
1,0,0,3,0,113,0,0,0,0,0
2,0,0,2,0,292,0,0,0,0,0
2,0,0,1,0,6,0,0,0,1,1
2,0,2,2,0,57,0,0,0,1,1
3,0,2,1,1,78,0,0,0,1,1
2,0,1,3,0,43,0,0,0,0,0
1,0,0,2,0,192,0,0,0,0,1
2,0,0,3,0,34,0,0,0,1,1
2,0,0,5,0,129,0,0,0,2,1
2,0,1,3,0,37,0,0,0,1,0
2,0,1,3,0,92,0,0,0,0,1
2,0,0,1,0,9,0,0,0,0,1
1,1,0,3,0,127,0,0,0,1,0
2,0,0,2,0,322,0,0,0,0,1
2,0,0,2,0,102,0,0,0,0,1
2,0,2,1,0,36,0,0,0,0,0
2,0,2,3,0,93,0,0,0,1,1
2,0,1,1,0,0,0,0,0,1,1
2,0,2,3,0,276,0,0,0,0,0
2,0,2,1,0,99,0,0,0,1,1
2,0,0,1,0,100,0,0,0,0,0
2,0,2,0,0,61,0,0,0,0,1
3,0,0,1,0,178,0,0,0,0,0
2,0,0,3,0,7,0,0,0,1,1
2,0,0,1,0,205,0,0,0,0,0
2,0,2,2,0,68,0,0,0,1,0
1,0,0,3,0,15,0,0,0,0,1
2,0,0,1,0,43,0,0,0,1,1
2,0,2,3,0,28,0,0,0,2,1
2,0,0,3,0,36,0,0,0,0,1
2,0,2,1,0,261,0,0,0,0,0
2,0,1,2,0,161,0,0,0,0,0
2,0,1,4,0,36,0,0,0,1,1
2,0,0,2,0,298,0,0,0,0,1
2,1,2,3,0,81,0,0,0,0,0
2,0,0,3,0,95,0,0,0,0,0
1,0,0,3,0,96,0,0,0,0,1
2,0,1,2,0,121,0,0,0,0,0
1,0,1,2,0,0,1,2,15,0,1
2,0,2,5,0,48,0,0,0,1,0
2,0,0,2,0,31,0,0,0,0,1
2,2,1,4,0,50,0,0,0,0,0
2,0,2,3,0,16,0,0,0,0,1
1,0,0,3,0,36,0,0,0,0,1
2,0,0,1,0,27,0,0,0,0,1
2,0,1,3,0,322,0,0,0,0,0
2,0,0,2,0,42,0,0,0,0,1
2,0,2,2,0,167,0,0,0,1,0
1,0,2,4,0,69,0,0,0,0,0
2,0,0,1,0,17,0,0,0,0,1
3,0,0,1,0,25,0,0,0,1,1
2,0,2,2,0,19,0,0,0,0,1
1,0,0,2,0,188,0,0,0,0,0
2,0,2,2,0,129,0,0,0,0,1
2,0,0,1,0,3,0,0,0,0,1
2,0,0,2,0,16,0,0,0,2,1
1,0,0,1,0,0,1,0,4,1,1
2,0,0,3,0,43,0,0,0,0,1
2,0,1,3,0,10,0,0,0,0,1
2,0,0,5,0,236,0,0,0,0,1
2,2,1,2,0,195,0,0,0,0,0
2,0,0,2,0,74,0,0,0,0,1
1,0,1,5,0,125,0,0,0,2,1
2,0,1,1,1,1,0,0,0,2,1
2,0,0,2,0,39,0,0,0,0,1
2,0,0,1,0,5,0,0,0,1,1
2,0,0,2,0,257,0,0,0,0,0
2,0,2,2,0,50,0,0,0,0,0
2,0,1,2,0,48,0,0,0,0,1
2,0,0,1,0,182,0,0,0,0,0
2,0,3,6,0,151,0,0,0,0,0
2,0,1,2,0,45,0,0,0,0,1
1,0,0,1,0,2,0,0,0,0,1
1,0,0,3,0,58,0,0,0,0,1
2,0,2,1,0,180,0,0,0,1,0
2,0,0,2,0,67,0,0,0,0,1
2,0,0,2,0,71,0,0,0,1,1
2,0,2,2,0,23,0,0,0,2,1
1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,1,24,0,0,0,0,1
2,0,0,5,0,44,0,0,0,1,1
2,0,1,4,0,145,0,0,0,1,1
2,0,1,0,0,4,0,0,0,1,1
2,0,0,3,0,213,0,0,0,0,0
1,0,0,1,0,13,0,0,0,1,1
2,0,0,3,0,66,0,0,0,1,1
2,0,1,1,0,40,0,0,0,0,1
2,1,1,1,0,135,0,0,0,0,0
2,0,0,1,0,66,0,0,0,2,1
2,0,0,2,0,263,0,0,0,0,0
2,0,2,0,0,61,0,0,0,0,1
2,0,2,1,0,92,0,0,0,2,0
1,2,0,3,0,28,0,0,0,0,0
1,0,0,3,0,335,0,0,0,0,0
2,0,0,1,0,8,0,0,0,0,1
1,0,2,3,0,13,0,0,0,0,1
2,0,2,3,0,14,0,0,0,1,1
2,0,1,2,0,17,0,0,0,0,1
2,0,1,2,0,25,0,0,0,0,1
2,0,2,4,0,26,0,0,0,0,0
2,0,0,2,0,4,0,0,0,1,1
2,0,1,2,0,116,0,0,0,1,0
2,0,0,4,0,178,0,0,0,1,1
2,1,2,3,0,68,0,0,0,2,1
2,0,1,4,0,4,0,0,0,1,1
2,0,0,2,0,63,0,0,0,0,1
2,0,1,1,0,175,0,0,0,1,1
2,1,2,5,0,136,0,0,0,0,1
2,0,1,2,0,31,0,0,0,0,0
2,1,1,3,0,33,0,0,0,1,1
2,0,0,1,0,1,0,0,0,1,1
2,0,0,2,0,31,0,0,0,0,0
2,1,2,2,0,25,0,0,0,0,1
2,0,0,3,0,15,0,0,0,1,1
2,2,2,2,0,11,0,0,0,0,0
1,0,1,1,0,301,0,0,0,0,1
2,0,2,0,0,2,0,0,0,1,1
2,0,1,2,0,68,0,0,0,3,1
2,0,1,1,0,22,0,0,0,1,1
2,0,1,2,0,87,0,0,0,2,1
1,0,0,1,0,5,0,0,0,0,1
2,0,1,2,0,199,0,0,0,1,1
2,0,2,2,0,12,0,0,0,1,1
2,0,1,2,0,94,0,0,0,3,1
2,0,0,3,0,36,0,0,0,0,1
2,0,2,2,0,56,0,0,0,1,1
2,0,0,2,0,6,0,0,0,1,1
2,0,2,2,0,147,0,0,0,1,1
3,0,1,3,0,26,0,0,0,2,1
1,0,0,1,0,1,0,0,0,0,1
2,0,0,3,0,88,0,0,0,1,1
2,0,0,3,0,32,0,0,0,0,0
2,0,0,2,0,58,0,0,0,2,1
1,0,0,2,0,273,0,0,0,0,1
2,0,1,1,0,180,0,0,0,1,1
2,0,2,5,0,15,0,0,0,0,1
2,0,0,2,0,245,0,0,0,0,0
3,0,0,4,0,137,0,0,0,0,0
1,0,0,1,0,34,0,0,0,0,1
3,0,2,0,0,36,0,0,0,0,0
2,0,1,2,0,173,0,0,0,0,0
1,0,0,2,0,320,0,0,0,0,1
1,0,0,2,0,5,0,0,0,0,1
2,1,2,4,0,187,0,0,0,1,1
2,0,1,0,0,26,0,0,0,1,1
2,0,0,2,0,66,0,0,0,2,1
2,0,0,2,0,117,0,0,0,0,0
3,1,0,2,0,7,0,0,0,1,1
2,0,2,9,0,72,0,0,0,1,1
1,0,1,2,0,25,0,0,0,2,1
2,0,1,3,0,223,0,0,0,1,1
1,0,0,2,0,12,1,0,1,0,1
2,0,1,3,0,322,0,0,0,0,0
2,0,0,1,1,2,0,0,0,1,1
2,0,0,4,0,27,0,0,0,1,1
2,0,0,2,0,5,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,29,0,0,0,2,1
2,0,0,3,0,37,0,0,0,0,1
2,0,0,2,0,2,0,0,0,1,1
2,0,0,1,0,4,0,0,0,1,1
1,0,0,1,0,19,0,0,0,0,1
2,0,1,0,0,21,0,0,0,1,0
2,0,0,3,0,14,0,0,0,0,1
2,0,1,1,0,196,0,0,0,0,0
2,0,1,2,0,80,0,0,0,2,1
2,0,1,1,0,131,0,0,0,0,0
1,0,1,5,0,32,0,0,0,1,1
3,0,1,3,0,184,0,0,0,2,0
2,0,1,3,0,99,0,0,0,0,0
2,2,0,2,0,155,0,0,0,0,0
2,0,1,3,0,240,0,0,0,2,1
1,0,0,2,0,8,0,0,0,0,0
1,0,0,2,0,1,0,0,0,0,1
2,0,2,3,0,97,0,0,0,0,1
2,0,2,5,0,118,0,0,0,0,1
3,0,2,3,0,12,0,0,0,2,1
1,0,0,2,0,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1
2,0,0,3,0,238,0,0,0,0,0
2,0,2,2,0,104,0,0,0,1,0
1,0,0,3,0,19,1,1,0,0,1
2,0,1,1,0,105,0,0,0,1,1
2,0,1,2,0,24,0,0,0,1,1
2,1,1,2,0,68,0,0,0,0,0
1,0,2,4,0,245,0,0,0,0,0
2,0,1,4,0,141,0,0,0,0,1
1,0,0,1,0,22,0,0,0,1,1
1,0,0,1,0,0,0,0,0,2,1
2,1,1,5,0,98,0,0,0,0,0
2,0,0,3,0,94,0,0,0,0,0
2,0,1,2,0,19,0,0,0,1,1
1,0,2,1,0,117,0,0,0,0,1
3,0,2,2,0,68,0,0,0,2,1
1,0,1,2,0,19,0,0,0,0,1
1,0,0,1,0,22,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,3,0,0,0,0,0
1,0,0,3,0,71,0,0,0,0,1
2,0,0,3,0,20,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,1
3,0,1,2,0,42,0,0,0,1,0
2,0,1,5,0,7,0,0,0,1,0
2,0,1,0,0,12,0,0,0,0,1
3,0,2,2,0,94,0,0,0,1,1
2,1,2,1,0,10,0,0,0,1,1
2,0,0,2,0,40,0,0,0,0,0
2,0,0,2,0,165,0,0,0,0,0
2,0,1,0,0,23,0,0,0,1,1
2,0,1,0,0,5,0,0,0,1,1
1,0,1,1,0,0,1,0,10,1,1
2,0,1,2,0,41,0,0,0,2,1
2,0,1,0,0,72,0,0,0,1,1
2,0,1,0,0,286,0,0,0,0,0
1,0,1,0,0,111,0,0,0,0,0
2,0,0,4,0,79,0,0,0,1,1
2,0,0,3,0,118,0,0,0,0,0
2,0,1,0,0,55,0,0,0,1,0
2,0,0,5,0,278,0,0,0,0,1
2,2,0,1,0,153,0,0,0,0,0
2,0,2,0,0,35,0,0,0,1,1
1,0,2,2,0,28,0,0,0,1,1
2,0,0,1,0,36,0,0,0,1,1
2,0,2,2,0,32,0,0,0,1,1
2,0,1,3,0,112,0,0,0,0,0
2,0,0,1,0,1,0,0,0,0,0
2,0,1,3,0,82,0,0,0,0,1
1,0,1,4,0,144,0,0,0,0,0
2,0,0,2,0,291,0,0,0,0,0
2,0,1,3,0,287,0,0,0,0,0
2,0,0,3,0,185,0,0,0,0,0
2,0,1,2,0,13,0,0,0,0,1
2,0,1,4,1,2,0,0,0,0,1
2,0,0,3,0,193,0,0,0,0,0
2,0,0,3,0,276,0,0,0,0,0
3,0,1,0,1,96,0,0,0,2,1
2,0,0,1,0,207,0,0,0,2,0
3,0,0,4,0,43,0,0,0,0,1
2,0,1,0,0,263,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,10,0,0,0,0,0
2,0,1,1,0,268,0,0,0,0,0
2,0,0,2,0,291,0,0,0,0,0
2,0,1,0,0,1,0,0,0,0,1
2,0,1,3,0,17,0,0,0,0,0
3,0,1,3,0,64,0,0,0,3,1
2,0,1,3,0,22,0,0,0,0,0
2,0,1,1,0,61,0,0,0,0,0
1,0,2,2,0,162,0,0,0,0,0
2,0,0,1,0,14,0,0,0,0,0
2,0,0,3,0,97,0,0,0,1,1
2,0,0,3,0,160,0,0,0,0,1
2,0,0,1,0,1,0,0,0,0,1
1,0,2,2,0,163,0,0,0,0,0
1,0,2,1,0,17,0,0,0,0,1
2,1,2,3,0,25,0,0,0,2,1
2,0,2,1,0,154,0,0,0,1,0
2,0,2,1,0,1,0,0,0,0,1
2,2,0,2,0,15,0,0,0,0,0
2,0,0,3,0,76,0,0,0,1,1
2,0,3,9,0,0,0,0,0,2,1
2,0,1,3,0,229,0,0,0,0,0
2,0,1,0,0,8,0,0,0,1,1
2,0,0,4,0,97,0,0,0,1,1
2,0,2,1,0,27,0,0,0,0,1
2,0,2,5,0,277,0,0,0,1,1
1,1,0,3,0,149,0,0,0,0,0
1,0,0,2,0,136,0,0,0,0,1
1,0,0,1,0,43,0,0,0,0,1
2,0,0,3,0,105,0,0,0,3,1
1,0,1,3,0,28,0,0,0,1,1
2,0,2,1,0,83,0,0,0,1,1
2,0,2,1,0,8,0,0,0,0,1
2,0,2,2,1,39,0,0,0,2,1
2,0,2,2,0,64,0,0,0,0,0
2,0,1,2,0,273,0,0,0,0,0
2,0,0,1,0,8,0,0,0,0,1
3,0,1,3,0,99,0,0,0,3,1
2,0,2,3,0,48,0,0,0,0,1
2,1,1,3,0,141,0,0,0,2,1
2,0,0,4,0,7,0,0,0,0,1
3,0,1,1,0,33,0,0,0,0,1
1,0,1,4,0,150,0,0,0,0,1
2,0,1,2,0,52,0,0,0,1,0
2,0,2,1,0,145,0,0,0,0,1
1,0,0,1,0,1,0,0,0,0,1
2,0,0,1,0,46,0,0,0,1,1
2,0,0,2,0,265,0,0,0,1,0
1,0,0,3,0,88,0,0,0,1,0
2,0,0,3,0,13,0,0,0,1,1
2,1,0,2,0,50,0,0,0,0,1
2,0,0,1,0,31,0,0,0,1,1
2,1,2,5,0,177,0,0,0,1,0
2,0,1,2,0,305,0,0,0,0,0
2,0,1,3,0,85,0,0,0,1,1
2,0,2,2,0,24,0,0,0,0,1
2,0,1,2,0,230,0,0,0,1,1
2,0,2,2,0,29,0,0,0,0,0
1,0,1,3,0,81,0,0,0,0,0
2,0,1,0,0,20,0,0,0,1,1
2,0,2,4,0,180,0,0,0,1,0
2,0,0,2,0,35,0,0,0,0,0
2,0,0,4,0,294,0,0,0,1,0
2,0,0,2,0,48,0,0,0,2,1
2,0,0,2,0,0,0,0,0,0,1
0,2,2,1,0,194,0,0,0,0,0
2,0,2,2,0,68,0,0,0,1,0
2,0,0,1,0,105,0,0,0,1,0
2,0,0,2,0,0,0,0,0,1,1
1,0,0,1,0,9,0,0,0,0,1
2,0,0,4,0,74,0,0,0,0,1
2,0,1,1,0,12,0,0,0,0,1
2,0,2,1,0,5,0,0,0,1,0
2,0,0,2,0,111,0,0,0,0,1
2,0,1,1,0,247,0,0,0,1,0
2,0,2,3,0,56,0,0,0,1,1
2,0,0,2,0,193,0,0,0,0,0
2,0,1,2,0,159,0,0,0,0,0
2,0,2,2,0,47,0,0,0,0,1
2,0,0,3,0,42,0,0,0,0,1
2,0,2,1,1,64,0,0,0,2,1
2,0,1,1,0,78,0,0,0,1,1
2,0,0,3,0,37,0,0,0,0,1
2,0,1,3,0,69,0,0,0,1,1
2,0,0,5,0,140,0,0,0,0,1
2,0,0,2,0,125,0,0,0,0,0
1,0,0,1,0,1,1,0,6,2,1
3,0,0,2,0,44,0,0,0,0,0
2,1,0,3,0,12,0,0,0,1,1
1,0,0,1,0,15,0,0,0,0,1
2,0,2,1,0,47,0,0,0,0,1
3,0,1,3,0,55,0,0,0,2,1
2,0,2,1,0,62,0,0,0,0,1
1,0,1,0,0,5,0,0,0,0,1
2,0,1,3,0,285,0,0,0,0,0
1,0,0,3,0,37,0,0,0,0,1
2,1,2,1,0,61,0,0,0,1,0
2,0,1,1,1,42,0,0,0,0,1
1,0,2,1,0,17,0,0,0,0,1
2,0,1,1,0,2,0,0,0,0,1
2,0,0,3,0,160,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,1
2,0,1,3,0,290,0,0,0,0,0
3,0,1,2,0,63,0,0,0,0,1
2,0,0,2,0,144,0,0,0,1,0
2,0,1,0,0,27,0,0,0,0,0
1,0,1,1,0,5,1,2,5,0,1
2,2,3,5,0,20,0,0,0,0,1
1,0,0,2,0,193,0,0,0,1,0
2,0,1,0,0,258,0,0,0,0,0
2,0,1,2,0,56,0,0,0,0,1
1,0,0,3,0,25,0,0,0,0,0
2,0,0,2,0,86,0,0,0,0,1
2,0,0,2,0,6,0,0,0,2,1
2,0,2,2,0,91,0,0,0,0,1
2,0,0,2,0,322,0,0,0,0,1
2,0,0,3,0,91,0,0,0,0,1
2,0,0,2,0,24,0,0,0,0,0
1,0,0,2,0,266,0,0,0,0,1
1,0,1,2,0,3,0,0,0,0,1
1,0,1,2,0,7,0,0,0,1,1
2,0,0,2,0,102,0,0,0,0,0
1,0,2,3,0,96,0,0,0,1,1
2,0,2,3,0,118,0,0,0,1,1
2,0,0,3,0,25,0,0,0,0,1
2,0,0,2,0,2,0,0,0,0,1
2,0,2,2,0,173,0,0,0,1,1
2,0,0,2,0,1,0,0,0,0,1
1,0,0,1,0,4,0,0,0,1,1
2,0,2,1,0,143,0,0,0,0,0
2,0,0,3,0,50,0,0,0,1,1
3,0,0,3,0,55,0,0,0,2,1
1,0,1,3,0,3,1,1,0,0,1
1,0,0,2,0,2,0,0,0,0,1
2,1,2,6,0,33,0,0,0,2,0
1,0,0,2,0,1,0,0,0,0,1
1,0,0,3,0,8,0,0,0,0,1
1,0,0,2,0,2,0,0,0,0,1
2,2,0,3,0,33,0,0,0,2,1
3,0,0,2,0,100,0,0,0,0,1
2,0,2,4,1,1,0,0,0,1,1
2,0,0,3,0,43,0,0,0,0,0
2,0,1,0,1,6,0,0,0,0,1
1,0,0,3,0,113,0,0,0,0,0
2,0,1,4,0,146,0,0,0,2,0
2,0,1,2,0,315,0,0,0,0,0
2,0,1,0,0,24,0,0,0,0,1
2,0,0,1,0,4,0,0,0,2,1
2,0,2,1,0,44,0,0,0,1,1
2,0,1,2,0,12,0,0,0,0,0
2,0,0,3,0,29,0,0,0,1,1
2,0,1,5,0,13,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,1
2,2,0,3,1,206,0,0,0,2,0
1,0,2,3,0,65,0,0,0,1,1
2,0,0,3,0,141,0,0,0,1,1
2,0,0,2,0,169,0,0,0,0,0
2,1,0,2,0,146,0,0,0,2,1
1,0,0,2,0,59,0,0,0,0,1
2,2,1,0,0,54,0,0,0,2,1
2,0,2,3,0,192,0,0,0,0,0
3,0,1,1,0,68,0,0,0,3,1
2,0,1,2,0,22,0,0,0,0,1
2,0,0,2,0,39,0,0,0,0,1
1,0,0,1,0,47,0,0,0,1,1
2,0,0,3,0,52,0,0,0,0,0
2,1,1,2,0,190,0,0,0,0,0
2,0,1,2,0,161,0,0,0,0,0
1,0,0,2,0,164,0,0,0,0,1
2,0,1,2,0,80,0,0,0,0,0
2,1,2,1,0,3,0,0,0,2,1
2,0,1,0,0,35,0,0,0,1,1
2,0,0,3,0,7,0,0,0,1,1
3,0,2,2,0,108,0,0,0,2,1
2,0,0,2,0,377,0,0,0,1,0
2,0,1,3,0,49,0,0,0,1,1
2,0,0,3,0,213,0,0,0,0,0
2,0,2,5,0,7,0,0,0,0,1
2,0,0,4,0,7,0,0,0,1,1
2,0,0,1,1,40,0,0,0,1,1
2,0,2,2,0,40,0,0,0,1,1
2,1,1,4,0,47,0,0,0,0,0
2,1,0,1,0,31,0,0,0,1,1
2,0,2,3,0,82,0,0,0,1,1
2,0,1,4,0,53,0,0,0,2,1
2,0,0,3,0,314,0,0,0,0,0
2,0,0,3,0,304,0,0,0,0,0
3,0,0,1,0,45,0,0,0,0,0
1,0,0,2,0,346,0,0,0,0,1
3,0,0,4,0,79,0,0,0,1,0
2,0,2,1,0,138,0,0,0,0,0
2,0,0,4,0,133,0,0,0,1,1
1,0,0,1,0,8,0,0,0,1,1
2,0,2,2,0,169,0,0,0,2,0
2,0,0,3,0,142,0,0,0,0,0
2,0,1,1,0,33,0,0,0,0,1
2,2,2,4,0,8,0,0,0,2,1
2,0,0,3,0,69,0,0,0,0,1
2,0,2,4,0,13,0,0,0,2,1
2,1,2,1,0,63,0,0,0,2,1
2,0,1,5,0,129,0,0,0,0,0
3,0,0,3,0,36,0,0,0,2,1
2,2,0,1,0,111,0,0,0,1,0
2,0,1,2,0,78,0,0,0,0,0
2,1,2,3,1,96,0,0,0,2,1
2,0,1,1,0,82,0,0,0,1,1
2,2,1,4,0,68,0,0,0,0,0
1,0,0,1,0,17,0,0,0,0,1
1,0,0,2,0,151,0,0,0,0,1
2,0,2,3,0,196,0,0,0,1,1
2,0,2,5,0,31,0,0,0,1,1
1,0,2,2,0,163,0,0,0,0,0
2,0,1,0,0,6,0,0,0,1,1
2,0,1,2,0,418,0,0,0,0,0
3,0,0,2,0,3,0,0,0,0,0
2,0,0,4,0,120,0,0,0,0,0
1,0,0,2,0,14,0,0,0,0,1
2,0,1,2,0,0,0,0,0,2,1
2,0,2,2,0,1,0,0,0,1,1
2,0,2,2,0,240,0,0,0,1,0
2,0,0,1,0,11,0,0,0,0,1
1,0,0,2,0,15,0,0,0,0,0
3,0,2,5,0,228,0,0,0,0,0
2,0,2,3,0,14,0,0,0,2,1
2,0,2,1,0,26,0,0,0,3,1
2,0,0,1,0,67,0,0,0,1,1
2,0,0,3,0,40,0,0,0,0,1
1,0,0,3,0,153,0,0,0,0,0
2,0,1,2,0,0,0,0,0,0,1
2,0,2,4,0,327,0,0,0,0,1
1,0,0,1,0,8,0,0,0,1,1
2,0,0,4,0,283,0,0,0,2,1
3,0,0,3,0,50,0,0,0,2,1
2,0,0,2,0,8,0,0,0,0,1
3,0,1,3,0,80,0,0,0,0,1
2,0,1,3,0,52,0,0,0,1,1
2,0,1,0,0,89,0,0,0,0,0
2,1,1,5,0,108,0,0,0,2,0
1,0,0,2,0,31,0,0,0,0,1
1,0,0,3,0,73,0,0,0,0,1
1,0,0,3,0,71,0,0,0,0,1
1,0,1,3,0,79,0,0,0,0,1
3,0,2,2,0,6,0,0,0,2,1
2,0,0,2,0,196,0,0,0,0,0
2,0,2,4,0,190,0,0,0,4,1
2,0,2,3,0,0,0,0,0,0,1
2,1,2,0,0,17,0,0,0,3,1
2,0,0,3,0,37,0,0,0,0,1
1,0,0,1,0,1,0,0,0,1,1
2,1,2,2,0,50,0,0,0,2,1
1,0,0,2,0,64,0,0,0,0,0
2,0,1,2,0,23,0,0,0,1,1
2,0,0,1,0,52,0,0,0,1,1
2,0,2,2,0,10,0,0,0,1,1
2,0,0,4,0,6,0,0,0,0,1
3,0,3,6,0,75,0,0,0,0,1
2,0,0,2,0,211,0,0,0,0,0
