Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km)
2.0,4,7.8,6.0,7.0,163
2.0,4,8.5,6.1,7.4,173
1.5,4,8.4,6.2,7.4,173
1.5,4,7.7,6.0,6.9,162
1.5,4,7.9,6.6,7.3,170
1.5,4,8.0,6.2,7.2,167
1.5,4,7.9,6.6,7.3,170
1.5,4,8.0,6.2,7.2,167
1.5,4,7.4,5.6,6.6,153
2.0,4,7.8,6.0,7.0,163
2.0,4,8.5,6.0,7.4,172
1.5,4,8.4,6.2,7.4,173
2.0,4,10.6,8.3,9.6,224
1.5,4,8.4,7.0,7.8,181
1.5,4,8.7,7.2,8.0,188
1.5,4,7.0,5.9,6.5,151
1.5,4,7.6,6.5,7.0,166
1.5,4,8.1,6.6,7.4,174
1.8,4,8.3,6.9,7.7,180
1.8,4,8.3,6.9,7.7,180
1.8,4,9.4,7.1,8.4,195
1.8,4,8.9,7.5,8.2,194
1.8,4,8.9,7.5,8.2,194
3.5,6,12.6,8.4,10.7,252
3.5,6,12.2,8.5,10.6,247
3.5,6,13.0,9.3,11.3,266
3.5,6,12.4,9.3,11.0,256
3.5,6,12.8,9.5,11.3,264
1.6,4,8.9,7.0,8.1,189
1.6,4,8.3,6.2,7.4,173
1.6,4,8.2,6.3,7.3,173
1.6,4,10.7,7.8,9.4,221
2.0,4,8.3,6.4,7.4,174
2.0,4,9.3,6.4,8.0,188
1.6,4,9.2,7.1,8.3,194
1.6,4,10.7,8.1,9.6,226
2.0,4,9.4,7.2,8.4,198
2.0,4,9.8,7.3,8.7,205
1.6,4,4.3,4.4,4.3,102
1.6,4,4.2,4.0,4.1,96
2.0,4,8.6,7.0,7.9,186
1.6,4,9.0,8.0,8.6,201
2.0,4,9.2,7.8,8.6,202
3.3,6,12.9,9.4,11.3,265
3.3,6,13.0,9.7,11.5,269
3.3,6,13.9,10.8,12.5,295
2.4,4,11.1,8.6,10.0,235
2.4,4,12.0,9.1,10.7,253
2.0,4,12.5,9.6,11.2,264
2.0,4,10.4,7.4,9.1,212
2.4,4,9.8,6.9,8.5,202
2.0,4,6.0,5.3,5.7,135
2.0,4,5.9,5.1,5.6,132
2.0,4,10.1,7.8,9.0,213
1.6,4,9.9,8.5,9.3,221
2.0,4,11.0,9.1,10.2,241
2.0,4,10.7,8.6,9.7,228
3.0,6,12.4,8.7,10.8,253
3.0,6,12.5,9.3,11.1,260
3.5,6,9.1,7.7,8.5,200
2.0,4,11.2,8.5,10.0,233
3.0,6,12.3,8.6,10.7,251
3.0,6,12.5,9.2,11.0,259
3.7,6,13.2,9.8,11.7,274
5.6,8,14.9,10.3,12.8,301
2.0,4,9.7,7.1,8.5,200
2.0,4,10.6,8.0,9.4,221
3.5,6,12.5,9.0,10.9,257
5.6,8,17.4,12.2,15.1,354
2.0,4,8.9,7.2,8.1,218
2.0,4,10.7,8.8,9.9,227
3.0,6,13.3,10.0,11.8,277
2.0,4,10.2,7.8,9.2,215
3.0,6,11.9,8.5,10.4,242
3.0,6,14.9,9.8,12.6,296
3.0,6,12.4,8.8,10.8,253
3.0,6,15.3,10.0,12.9,302
3.0,6,13.0,9.2,11.3,265
2.0,4,10.2,7.8,9.2,215
3.0,6,11.9,8.5,10.4,242
3.0,6,14.9,9.8,12.6,296
3.0,6,12.4,8.8,10.8,253
3.0,6,15.3,10.0,12.9,302
3.0,6,13.0,9.2,11.3,265
5.0,8,15.6,10.4,13.3,311
5.0,8,15.6,10.4,13.3,311
2.0,4,7.8,5.8,6.9,186
2.0,4,9.8,6.9,8.5,200
3.0,6,11.8,8.2,10.2,238
2.0,4,7.8,5.8,6.9,186
2.0,4,10.1,7.2,8.8,207
3.0,6,12.0,8.4,10.4,243
3.0,6,14.0,9.0,11.8,276
3.0,6,14.0,9.4,11.9,280
5.0,8,15.8,10.3,13.3,313
2.4,4,11.0,7.8,9.6,225
2.4,4,15.5,10.5,13.3,218
3.2,6,11.4,8.3,10.0,234
2.4,4,11.3,8.4,10.0,235
2.4,4,11.3,8.4,10.0,235
2.4,4,16.3,11.3,14.0,231
3.2,6,11.6,8.6,10.3,241
2.4,4,11.4,8.7,10.2,239
3.2,6,12.8,9.0,11.1,259
2.4,4,12.1,9.4,10.9,256
3.2,6,12.9,9.9,11.6,269
2.4,4,10.6,7.6,9.3,218
2.4,4,10.4,7.3,9.0,211
2.4,4,10.8,7.8,9.5,222
2.4,4,10.8,7.6,9.4,221
3.0,6,11.2,8.5,10.0,268
3.6,6,12.7,9.6,11.3,265
5.7,8,16.7,10.9,14.1,331
6.4,8,18.3,12.6,15.7,368
6.2,8,20.9,13.8,17.7,413
2.0,4,10.5,9.4,10.0,233
3.6,6,12.8,10.4,11.8,274
3.6,6,13.7,9.6,11.8,277
2.0,4,10.9,10.0,10.5,245
3.6,6,12.9,10.2,11.7,275
3.6,6,13.8,10.1,12.2,285
1.4,4,9.9,7.7,8.9,209
2.4,4,10.8,7.8,9.5,222
2.4,4,10.8,7.8,9.5,222
2.4,4,14.4,10.2,12.5,206
1.4,4,9.9,7.7,8.9,211
2.4,4,11.2,8.2,9.8,230
3.6,6,14.1,11.1,12.8,299
3.6,6,14.2,11.0,12.8,298
3.6,6,14.7,11.7,13.4,313
3.6,6,15.0,11.4,13.3,312
3.3,6,11.5,8.5,10.2,237
2.0,4,8.0,6.1,7.1,168
2.0,4,9.4,7.0,8.3,198
2.0,4,9.4,6.8,8.3,195
1.6,4,9.4,7.9,8.7,207
2.0,4,9.4,7.0,8.3,197
2.0,4,9.8,7.3,8.7,204
3.8,6,13.8,9.3,11.8,279
5.0,8,15.6,10.6,13.3,317
1.6,4,4.6,5.1,4.8,114
1.6,4,4.5,4.8,4.7,110
1.6,4,5.1,5.8,5.4,129
2.0,4,10.9,7.6,9.4,224
2.4,4,9.6,6.8,8.4,198
2.4,4,9.3,6.6,8.0,190
2.0,4,6.0,5.1,5.6,132
1.6,4,8.5,6.4,7.5,177
1.6,4,8.3,6.4,7.5,175
3.3,6,13.2,9.7,11.6,275
3.3,6,12.9,9.5,11.4,269
3.3,6,14.1,10.5,12.5,296
2.4,4,11.2,8.3,9.9,234
2.0,4,12.3,9.4,11.0,259
2.4,4,11.5,9.3,10.5,246
3.3,6,14.0,10.1,12.2,289
3.3,6,13.2,9.3,11.4,270
1.6,4,9.1,7.7,8.5,199
1.6,4,9.4,7.8,8.7,205
2.0,4,9.5,7.8,8.7,206
2.4,4,10.3,7.8,9.2,218
2.0,4,11.9,10.2,11.1,263
2.4,4,11.3,9.5,10.5,247
3.3,6,12.7,9.6,11.3,265
6.5,12,23.8,14.1,19.4,454
6.5,12,24.2,14.5,19.8,464
6.5,12,23.8,14.1,19.4,454
6.5,12,24.2,14.5,19.8,464
5.2,10,16.8,11.4,14.4,336
5.2,10,17.2,12.2,15.0,349
5.2,10,16.7,11.7,14.5,337
5.2,10,17.2,12.3,15.0,350
2.0,4,11.4,9.3,10.5,246
2.0,4,10.9,8.0,9.6,225
2.0,4,11.2,8.2,9.8,231
2.0,4,9.2,7.8,8.5,229
3.0,6,13.0,10.0,11.6,273
2.5,4,5.8,6.1,5.9,139
3.5,6,11.4,7.7,9.7,226
3.5,6,12.5,9.2,11.0,257
3.5,6,8.0,6.9,7.5,176
5.0,8,14.9,9.7,12.5,293
4.6,8,16.0,12.9,14.6,341
2.0,4,10.6,7.3,9.1,214
3.5,6,12.3,9.1,10.9,254
3.5,6,12.3,9.1,10.9,254
5.0,8,14.7,9.2,12.2,286
3.5,6,8.9,7.0,8.0,187
3.4,6,12.2,7.8,10.2,240
3.4,6,13.0,8.7,11.0,259
3.5,6,9.4,7.1,8.4,195
3.5,6,10.3,7.6,9.1,211
5.7,8,18.2,12.8,15.8,371
2.0,4,10.6,8.5,9.7,226
2.0,4,10.8,8.9,9.9,232
2.5,4,7.2,7.9,7.5,176
3.5,6,13.1,9.8,11.2,262
3.5,6,13.1,9.8,11.2,262
5.0,8,15.2,9.5,12.6,289
3.5,6,12.2,9.0,10.8,252
3.5,6,13.1,9.4,11.1,268
3.5,6,7.5,8.4,7.9,185
2.7,6,14.0,9.4,12.0,280
3.0,6,14.5,9.8,12.3,290
3.7,6,14.3,9.7,12.2,287
2.0,4,12.3,9.3,10.9,256
2.0,4,12.1,9.3,10.8,254
2.3,4,13.1,9.4,11.5,269
3.5,6,15.7,11.2,13.7,322
3.7,6,14.7,10.2,12.7,298
2.7,6,14.1,9.8,12.1,284
3.7,6,14.3,10.3,12.5,293
2.0,4,11.8,8.4,10.3,242
3.0,6,14.0,9.2,11.8,278
2.0,4,5.7,6.2,5.9,139
3.5,6,14.9,11.3,13.3,310
3.0,6,14.1,9.8,12.2,286
3.0,6,14.5,10.0,12.4,293
3.0,6,14.7,9.9,12.6,295
4.7,8,18.2,11.4,15.1,355
4.7,8,18.2,11.6,15.2,358
3.0,6,16.4,11.9,14.4,340
3.0,6,16.6,12.2,14.7,346
3.8,8,16.1,10.8,13.7,321
3.0,6,14.9,10.3,12.8,300
3.0,6,15.0,10.3,12.8,301
2.0,4,8.2,6.9,7.6,180
2.0,4,9.0,7.0,8.1,189
2.0,4,8.8,7.5,8.2,192
2.0,4,9.7,7.7,8.8,206
2.5,4,9.7,7.8,8.8,206
2.5,4,9.3,7.6,8.5,201
2.5,4,10.2,8.2,9.3,217
2.5,4,9.8,7.9,9.0,208
2.5,4,10.6,8.4,9.6,225
2.5,4,11.5,8.9,10.4,242
2.0,4,8.4,6.4,7.5,176
2.0,4,8.5,6.2,7.5,175
2.0,4,8.5,6.2,7.5,175
2.5,4,8.8,6.6,7.8,182
2.5,4,8.5,6.4,7.6,176
2.5,4,9.3,6.9,8.2,194
2.0,4,8.4,6.4,7.5,174
2.0,4,8.6,6.4,7.6,178
2.5,4,9.0,6.7,7.8,187
2.5,4,8.7,6.6,7.8,181
2.5,4,9.6,7.0,8.4,198
2.5,4,9.1,6.7,8.0,187
2.5,4,10.0,7.5,8.9,208
2.0,4,9.1,6.8,8.0,188
2.0,4,8.9,7.1,8.1,189
3.0,6,11.8,8.8,10.4,244
3.0,6,12.3,9.4,11.0,256
3.0,6,11.8,8.8,10.5,245
4.0,8,13.4,9.6,11.7,274
4.0,8,14.0,10.4,12.4,291
4.0,8,13.8,10.1,12.1,285
4.0,8,13.4,9.6,11.7,274
4.0,8,14.0,10.4,12.4,291
4.0,8,13.8,10.2,12.2,285
2.0,4,10.3,7.9,9.2,217
3.0,6,12.4,9.4,11.1,258
4.0,8,15.5,10.6,13.3,313
4.0,8,15.2,11.0,13.3,312
5.5,8,19.9,15.5,17.9,419
6.0,12,22.2,18.0,20.3,473
2.0,4,10.7,8.3,9.6,225
3.0,6,13.1,10.1,11.8,277
3.0,6,13.0,9.9,11.6,272
3.0,6,13.5,10.3,12.1,282
3.0,6,13.5,10.6,12.2,285
5.5,8,17.2,13.4,15.5,364
5.5,8,17.2,12.8,15.2,357
5.5,8,17.6,13.3,15.7,367
4.0,8,14.5,10.8,12.8,302
4.0,8,14.7,11.0,13.0,304
4.0,8,15.5,11.7,13.8,322
4.0,8,15.5,11.7,13.8,322
4.0,8,15.6,11.9,13.9,324
4.0,8,14.5,10.8,12.8,302
4.0,8,14.1,8.9,11.8,275
4.0,8,15.8,9.8,13.1,306
4.0,8,14.0,8.7,11.6,271
6.0,12,18.6,10.9,15.1,356
5.5,8,14.7,9.5,12.4,291
6.0,12,17.6,10.8,14.5,339
3.0,6,11.6,8.2,10.1,236
2.0,4,9.8,6.8,8.4,196
2.0,4,10.3,7.8,9.1,215
2.0,4,10.5,7.5,9.1,214
2.0,4,10.8,8.0,9.6,224
2.0,4,10.5,7.8,9.3,218
2.0,4,10.7,8.0,9.5,222
2.0,4,9.6,6.6,8.2,193
2.0,4,9.9,7.3,8.7,204
2.0,4,11.0,8.1,9.7,227
3.0,6,11.8,8.7,10.4,246
3.0,6,12.0,9.2,10.8,251
3.0,6,11.9,9.0,10.6,248
3.0,6,12.4,9.5,11.1,261
4.0,8,18.2,16.5,17.5,410
2.0,4,10.1,7.6,9.0,209
2.0,4,11.1,8.6,10.0,240
2.0,4,11.0,8.7,10.0,235
3.0,6,13.5,10.3,12.1,282
4.7,8,15.2,11.4,13.5,317
3.0,6,14.3,11.4,13.0,305
4.7,8,16.5,12.6,14.7,346
6.0,12,18.4,11.1,15.1,355
2.0,4,11.5,9.8,10.7,251
2.0,4,12.3,10.3,11.4,268
3.0,6,12.8,8.5,10.9,255
4.0,8,13.9,9.2,11.8,276
4.0,8,13.5,8.6,11.3,265
4.0,8,13.1,8.8,11.2,261
4.0,8,13.6,8.8,11.4,269
3.0,6,11.5,8.5,10.2,238
4.7,8,13.5,9.6,11.8,275
2.0,4,9.6,7.4,8.6,202
1.5,3,8.7,6.8,7.9,184
1.5,3,8.5,6.2,7.5,175
1.5,3,8.7,6.8,7.9,184
1.5,3,8.4,6.3,7.4,174
1.5,3,10.2,7.6,9.0,212
1.5,3,10.5,7.4,9.1,214
1.5,3,8.7,6.8,7.9,184
1.5,3,8.4,6.3,7.4,174
1.5,3,10.3,7.9,9.2,215
1.5,3,10.5,7.4,9.1,214
2.0,4,9.3,7.3,8.4,197
2.0,4,10.3,7.4,9.0,210
2.0,4,9.3,7.3,8.4,197
2.0,4,10.3,7.4,9.0,210
2.0,4,10.5,7.6,9.2,215
2.0,4,11.4,7.8,9.7,227
2.0,4,9.3,7.1,8.3,195
2.0,4,10.3,7.4,9.0,210
2.0,4,10.5,7.6,9.2,215
2.0,4,11.3,7.7,9.7,227
2.0,4,9.3,7.3,8.4,197
2.0,4,10.3,7.4,9.0,210
2.0,4,10.2,7.5,9.0,211
2.0,4,11.4,7.6,9.7,228
2.0,4,9.8,7.3,8.7,203
2.0,4,10.8,7.7,9.4,220
2.0,4,10.6,7.8,9.3,220
2.0,4,11.5,8.0,9.9,232
1.5,4,9.4,8.4,8.9,208
1.5,4,9.6,8.9,9.3,216
1.2,3,6.4,5.5,6.0,141
1.2,3,7.1,5.8,6.5,150
1.2,3,6.9,5.7,6.4,149
1.2,3,7.2,5.9,6.6,155
2.4,4,9.9,8.1,9.1,212
3.0,6,12.0,8.8,10.6,248
2.0,4,9.7,7.8,8.8,204
2.0,4,10.3,8.2,9.3,216
2.0,4,10.1,8.2,9.2,213
2.4,4,10.3,8.3,9.4,219
3.7,6,12.6,9.3,11.1,261
3.7,6,13.3,9.3,11.5,269
3.7,6,13.0,9.7,11.5,270
3.7,6,13.6,9.7,11.8,278
2.5,4,8.7,6.3,7.6,179
2.5,4,8.9,6.4,7.8,185
3.5,6,10.6,7.3,9.1,214
5.6,8,17.5,12.8,15.4,362
2.5,4,13.6,10.7,12.3,290
2.5,4,12.2,10.4,11.4,268
4.0,6,14.7,10.4,12.8,300
4.0,6,15.8,11.5,13.9,326
4.0,6,15.1,11.5,13.5,317
3.8,6,14.5,10.7,12.8,300
1.6,4,7.7,6.6,7.2,169
3.5,6,11.1,7.8,9.6,227
1.6,4,9.0,6.8,8.0,188
1.6,4,8.7,6.8,7.9,186
3.5,6,11.0,8.3,9.8,230
3.5,6,11.2,8.4,9.9,232
2.0,4,9.8,8.8,9.3,218
3.5,6,11.6,8.5,10.2,240
3.5,6,12.1,8.9,10.7,250
3.5,6,12.4,9.2,11.0,259
2.0,4,8.8,7.3,8.1,191
2.0,4,10.0,8.1,9.2,216
2.0,4,9.0,7.5,8.4,196
2.5,4,9.2,7.0,8.2,192
2.5,4,9.7,7.4,8.7,205
1.8,4,8.1,6.3,7.3,172
1.8,4,8.9,6.8,8.0,187
1.6,4,8.9,7.3,8.2,193
1.6,4,9.1,7.3,8.3,195
1.6,4,9.4,7.8,8.7,205
1.6,4,9.5,7.6,8.7,204
5.6,8,15.0,11.2,13.3,312
5.6,8,15.2,11.1,13.4,315
5.6,8,15.9,11.9,14.1,331
1.6,4,7.6,6.2,7.0,164
1.6,4,8.6,6.6,7.7,180
3.0,6,10.6,8.0,9.4,221
3.0,6,11.8,8.1,10.1,237
3.0,6,10.8,8.3,9.7,227
3.0,6,12.0,8.2,10.3,241
3.0,6,11.5,9.1,10.4,243
3.0,6,13.0,8.9,11.1,260
3.0,6,11.8,9.2,10.6,249
3.0,6,12.7,9.0,11.0,258
3.0,6,10.8,8.3,9.7,226
3.0,6,12.1,8.3,10.4,242
3.0,6,10.8,8.4,9.7,228
3.0,6,12.1,8.3,10.4,243
3.0,6,10.7,8.3,9.6,225
3.0,6,12.1,8.3,10.4,242
3.0,6,11.0,8.4,9.8,230
3.0,6,12.2,8.5,10.5,246
3.0,6,11.8,9.2,10.6,248
3.0,6,12.8,8.9,11.0,257
3.0,6,11.9,9.3,10.7,250
3.0,6,12.9,9.1,11.1,260
3.0,6,11.0,8.5,9.9,232
3.0,6,12.1,8.4,10.4,243
3.0,6,10.9,8.5,9.9,231
3.0,6,12.2,8.5,10.5,246
4.0,6,15.8,11.6,13.9,324
4.0,6,18.0,11.5,15.1,352
3.0,6,10.9,8.4,9.8,228
3.0,6,12.2,8.5,10.5,246
3.0,6,12.1,9.2,10.8,251
3.0,6,13.2,9.2,11.4,266
3.0,6,11.1,8.6,10.0,233
3.0,6,12.2,8.5,10.5,246
3.8,6,12.6,9.9,11.4,266
3.8,6,12.6,9.9,11.4,267
3.8,6,12.6,9.9,11.4,266
3.8,6,12.6,9.9,11.4,267
3.8,6,13.8,10.3,12.3,285
2.0,4,10.5,8.0,9.4,219
2.0,4,11.0,8.3,9.8,229
2.5,4,11.8,9.2,10.6,249
2.5,4,12.3,9.4,11.0,257
2.5,4,11.0,8.4,9.9,230
2.5,4,12.1,9.0,10.7,249
3.6,6,12.9,9.7,11.5,268
3.6,6,14.5,10.4,12.6,296
3.6,6,13.6,10.2,12.1,281
3.6,6,13.9,9.6,12.0,281
4.8,8,16.7,11.2,14.3,334
4.8,8,16.7,11.2,14.3,334
2.0,4,10.5,8.0,9.4,219
2.0,4,11.0,8.3,9.8,229
2.5,4,11.8,9.2,10.6,249
2.5,4,12.3,9.4,11.0,257
2.5,4,11.0,8.4,9.9,230
2.5,4,12.1,9.0,10.7,249
2.0,4,11.6,9.3,10.6,248
3.0,6,13.8,10.3,12.3,287
3.0,6,13.7,10.3,12.2,285
3.6,6,14.2,10.1,12.3,287
3.6,6,14.1,10.1,12.3,286
3.0,6,11.0,8.3,9.8,229
3.0,6,11.3,8.6,10.1,235
3.0,6,11.3,8.6,10.1,235
3.0,6,11.5,9.0,10.4,242
2.9,6,11.3,8.5,10.1,235
2.9,6,11.3,8.5,10.1,235
2.9,6,12.1,9.0,10.7,249
4.0,8,12.8,9.2,11.2,261
4.0,8,12.8,9.2,11.2,261
4.0,8,13.4,10.1,11.9,279
3.6,6,13.9,9.6,11.9,280
3.6,6,19.7,13.8,17.0,283
5.7,8,17.0,12.0,14.8,346
5.7,8,15.7,11.0,13.6,319
3.0,6,11.8,8.6,10.4,278
3.6,6,14.5,10.2,12.6,294
3.6,6,20.7,14.7,18.0,300
5.7,8,18.7,13.3,16.3,382
5.7,8,16.1,11.5,14.0,328
3.0,6,12.3,8.8,10.8,289
2.4,4,11.2,8.3,9.9,232
6.6,12,20.3,13.0,17.0,397
6.6,12,20.3,13.0,17.0,397
6.6,12,20.3,13.0,17.0,397
6.7,12,20.0,12.4,16.6,387
6.7,12,20.0,12.4,16.6,387
6.6,12,19.6,12.9,16.6,388
2.0,4,9.7,7.2,8.6,200
2.0,4,11.2,8.1,9.8,229
2.0,4,11.6,8.6,10.2,239
2.0,4,8.8,7.2,8.1,188
2.0,4,10.5,8.1,9.4,220
2.0,4,10.2,8.6,9.5,223
2.5,4,9.2,7.4,8.4,196
2.5,4,10.9,8.3,9.7,228
2.0,4,8.3,6.4,7.5,174
2.0,4,10.0,7.5,8.9,208
2.0,4,8.4,6.5,7.5,176
2.0,4,10.1,7.7,9.0,211
2.5,4,9.3,7.0,8.3,193
3.6,6,11.9,8.3,10.3,241
2.5,4,9.4,7.3,8.5,198
3.6,6,12.0,8.7,10.5,247
2.0,4,12.6,9.6,11.2,256
2.0,4,11.3,8.5,10.0,235
2.5,4,14.1,10.5,12.5,291
2.5,4,14.3,10.9,12.8,296
4.0,6,14.3,11.9,13.2,308
4.0,6,14.3,11.9,13.2,308
2.0,4,9.9,7.3,8.7,204
2.0,4,11.3,8.3,9.9,232
3.5,6,11.4,7.7,9.7,226
2.5,4,8.1,5.7,6.9,164
2.5,4,8.4,6.0,7.3,172
2.5,4,8.5,6.1,7.4,173
3.5,6,10.5,7.1,9.0,210
3.5,6,10.7,7.4,9.2,215
2.5,4,4.9,4.8,4.9,113
2.5,4,5.3,5.0,5.1,121
2.0,4,8.7,7.5,8.2,189
1.8,4,8.3,6.5,7.5,174
1.8,4,8.3,6.7,7.5,178
1.8,4,8.5,6.6,7.6,178
1.8,4,7.8,5.9,6.9,163
1.8,4,8.0,6.3,7.2,168
1.8,4,8.3,6.5,7.5,176
1.8,4,8.8,6.8,7.9,185
3.5,6,11.8,8.7,10.3,243
3.5,6,12.1,9.0,10.6,251
3.5,6,12.0,8.9,10.6,247
3.5,6,11.7,8.8,10.4,242
3.5,6,8.1,8.5,8.3,193
1.8,4,4.3,4.6,4.5,105
1.5,4,4.9,5.5,5.1,120
1.8,4,5.5,6.0,5.8,135
2.5,4,10.0,7.8,9.0,210
2.5,4,10.5,8.3,9.5,222
2.5,4,10.7,8.4,9.7,226
2.5,4,6.9,7.8,7.3,171
5.7,8,18.4,13.8,16.4,384
3.5,6,12.5,8.9,10.9,256
3.5,6,13.4,9.6,11.7,274
2.7,4,12.1,10.1,11.2,263
3.5,6,12.6,10.0,11.4,268
2.7,4,12.7,10.6,11.7,274
3.5,6,13.2,10.7,12.1,283
3.5,6,13.8,11.4,12.7,299
3.5,6,13.8,11.7,12.9,300
5.7,8,17.7,13.6,15.9,371
4.6,8,16.8,13.1,14.9,354
5.7,8,18.0,14.2,16.3,383
1.5,4,7.3,5.8,6.6,155
1.5,4,7.8,6.0,6.8,164
1.5,4,7.9,6.8,7.4,173
1.5,4,7.8,6.5,7.2,168
2.0,4,10.8,8.9,10.0,233
3.6,6,13.7,10.1,12.1,282
2.0,4,9.0,7.2,8.2,191
2.0,4,9.0,7.2,8.2,191
2.0,4,9.1,6.9,8.1,189
2.0,4,9.1,6.9,8.1,189
1.8,4,9.6,7.2,8.5,199
1.8,4,9.3,6.9,8.2,192
2.0,4,9.6,7.3,8.6,200
2.0,4,9.6,7.2,8.5,199
2.0,4,10.6,8.0,9.4,220
2.0,4,11.1,8.1,9.8,227
1.8,4,10.7,8.0,9.4,220
1.8,4,11.1,7.8,9.6,225
1.8,4,9.6,7.2,8.5,199
1.8,4,9.4,6.9,8.2,192
1.8,4,10.8,8.1,9.6,224
1.8,4,10.8,7.6,9.3,218
2.0,4,9.3,6.5,8.1,188
3.6,6,12.2,8.5,10.6,246
2.0,4,10.6,8.7,9.8,229
2.0,4,11.3,8.8,10.2,237
2.0,4,11.0,8.1,9.7,226
2.0,4,10.9,7.7,9.4,221
2.0,4,11.8,8.5,10.3,241
2.0,4,10.8,7.8,9.4,220
2.0,4,10.1,7.4,8.8,206
2.0,4,10.6,7.6,9.3,216
2.0,4,11.0,8.1,9.7,226
2.0,4,10.9,7.7,9.4,221
2.0,4,11.8,8.5,10.3,241
2.0,4,10.8,7.8,9.4,220
2.0,4,10.6,7.6,9.3,216
2.0,4,10.4,7.7,9.2,214
2.0,4,10.9,8.0,9.6,224
2.0,4,10.7,8.5,9.8,228
2.0,4,11.4,8.7,10.2,240
2.0,4,10.9,8.3,9.7,227
2.0,4,11.5,8.8,10.3,240
2.4,4,9.9,7.0,8.6,199
3.5,6,12.2,9.0,10.8,252
3.5,6,12.2,9.5,11.0,258
3.0,6,9.1,9.0,9.0,210
3.5,6,11.1,10.8,11.0,261
2.0,4,11.0,8.6,9.9,232
2.0,4,11.3,9.1,10.3,242
3.5,6,8.4,8.2,8.4,196
2.4,4,10.0,7.1,8.7,205
2.4,4,10.2,7.4,8.9,209
3.5,6,11.4,7.7,9.8,228
3.5,6,12.0,8.2,10.3,240
1.8,4,9.7,6.9,8.4,197
1.8,4,9.7,6.9,8.4,197
2.0,4,10.0,7.2,8.7,205
2.0,4,10.5,7.7,9.2,217
2.9,6,13.8,9.6,11.9,280
2.0,4,10.3,8.1,9.3,218
2.0,4,10.8,8.3,9.6,226
2.9,6,14.1,10.4,12.4,292
4.0,8,13.0,9.8,11.5,271
5.2,12,15.5,10.6,13.3,312
5.2,12,16.4,10.7,13.8,324
6.0,12,16.7,10.9,14.1,332
6.0,12,17.5,11.4,14.7,346
4.0,8,12.7,9.4,11.2,264
2.0,4,9.1,6.8,8.1,188
2.0,4,10.9,7.9,9.6,225
2.0,4,10.7,7.9,9.5,221
2.0,4,8.6,6.9,7.8,182
2.0,4,10.0,7.0,8.7,204
2.0,4,10.7,8.0,9.5,221
2.0,4,10.0,7.0,8.7,204
2.0,4,10.0,7.0,8.7,204
2.0,4,10.0,7.0,8.7,204
3.0,6,10.7,8.2,9.6,224
3.0,6,10.7,8.2,9.6,224
3.0,6,12.5,8.6,10.8,252
2.0,4,12.3,8.6,10.6,248
2.0,4,10.9,8.7,9.9,230
2.0,4,12.2,9.5,11.0,258
3.0,6,12.6,9.4,11.1,260
3.0,6,14.0,10.7,12.5,294
2.5,5,12.4,8.4,10.6,247
2.9,6,13.3,8.7,11.3,262
2.9,6,13.5,9.0,11.5,268
2.0,4,10.7,8.0,9.5,222
3.0,6,11.3,8.0,9.8,230
3.0,6,11.3,8.0,9.8,230
3.0,6,11.4,8.2,9.9,234
3.0,6,11.3,8.0,9.8,230
3.0,6,12.7,10.0,11.5,270
2.0,4,10.3,7.7,9.2,213
2.0,4,10.3,7.7,9.2,213
2.5,5,12.0,8.3,10.3,241
2.0,4,10.4,8.2,9.4,220
4.0,8,16.4,10.1,13.6,315
6.8,8,24.5,14.4,20.0,465
2.0,4,10.2,7.2,8.8,207
2.0,4,9.9,7.1,8.6,202
2.0,4,9.5,6.9,8.3,194
2.0,4,10.2,7.2,8.8,207
2.0,4,10.2,7.2,8.8,207
2.0,4,10.6,7.3,9.1,213
2.0,4,10.2,7.2,8.8,207
2.0,4,10.2,7.2,8.8,207
3.0,6,11.2,7.3,9.4,227
3.0,6,12.8,8.8,11.0,256
3.0,6,11.8,7.9,10.0,235
3.0,6,11.4,7.6,9.7,228
3.0,6,13.0,8.5,11.0,256
3.0,6,11.4,7.6,9.7,228
2.0,4,10.2,7.2,8.8,207
3.0,6,11.2,8.1,9.8,231
3.0,6,12.3,8.4,10.5,248
3.0,6,11.9,8.4,10.3,241
4.4,8,14.0,9.6,12.0,282
4.4,8,13.3,9.2,11.5,269
4.4,8,14.0,9.6,12.0,282
4.4,8,14.0,9.6,12.0,282
4.4,8,14.0,9.6,12.0,282
3.0,6,14.3,10.4,12.6,294
3.0,6,13.4,9.6,11.7,273
3.0,6,11.2,7.8,9.7,227
3.0,6,12.8,8.8,11.0,256
3.0,6,11.2,7.8,9.7,227
3.0,6,12.8,8.8,11.0,256
3.0,6,11.2,7.8,9.7,227
3.0,6,12.8,8.8,11.0,256
3.0,6,11.3,8.0,9.8,229
3.0,6,11.3,8.0,9.8,229
3.0,6,11.3,8.0,9.8,229
3.0,6,14.5,10.5,12.7,299
3.0,6,13.8,9.4,11.9,280
3.0,6,14.5,10.5,12.7,299
3.0,6,13.8,9.4,11.9,280
3.0,6,14.3,10.4,12.6,294
3.0,6,13.4,9.6,11.7,273
3.0,6,14.3,10.4,12.6,294
3.0,6,13.4,9.6,11.7,273
3.0,6,14.3,10.4,12.6,294
4.4,8,16.0,11.2,13.9,324
